Market,STATUS (CHECK 1),TIME (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),STATUS (CHECK 11),TIME (CHECK 11),STATUS (CHECK 12),TIME (CHECK 12),STATUS (CHECK 13),TIME (CHECK 13),DEPTH
AAVE_USDT,CHECKED,00:08:06,CHECKED,01:00:14,CHECKED,04:48:17,CHECKED,07:17:22,CHECKED,09:07:31,CHECKED,10:46:09,WARNING,12:19:22,CHECKED,13:07:37,CHECKED,14:57:24,CHECKED,16:14:24,CHECKED,17:16:04,CHECKED,18:14:36,CHECKED,19:09:03,$31.8K / $34.9K
ADA_USDT,CHECKED,00:08:06,CHECKED,01:00:14,CHECKED,04:48:17,CHECKED,07:17:22,CHECKED,09:07:31,CHECKED,10:46:09,CHECKED,12:19:22,CHECKED,13:07:37,CHECKED,14:57:24,CHECKED,16:14:24,CHECKED,17:16:04,CHECKED,18:14:36,CHECKED,19:09:03,$197.3K / $260.9K
ALGO_USDT,CHECKED,00:08:06,CHECKED,01:00:14,CHECKED,04:48:17,CHECKED,07:17:22,CHECKED,09:07:31,CHECKED,10:46:09,CHECKED,12:19:22,CHECKED,13:07:37,CHECKED,14:57:24,CHECKED,16:14:24,CHECKED,17:16:04,CHECKED,18:14:36,CHECKED,19:09:03,$31.2K / $35.4K
BCH_USDT,CHECKED,00:08:06,CHECKED,01:00:14,CHECKED,04:48:17,CHECKED,07:17:22,CHECKED,09:07:31,CHECKED,10:46:09,WARNING,12:19:22,CHECKED,13:07:37,CHECKED,14:57:24,CHECKED,16:14:24,CHECKED,17:16:04,CHECKED,18:14:36,CHECKED,19:09:03,$50.1K / $67.0K
BNB_USDT,CHECKED,00:08:06,CHECKED,01:00:14,CHECKED,04:48:17,CHECKED,07:17:22,CHECKED,09:07:31,CHECKED,10:46:09,CHECKED,12:19:22,CHECKED,13:07:37,CHECKED,14:57:24,CHECKED,16:14:24,CHECKED,17:16:04,CHECKED,18:14:36,CHECKED,19:09:03,$69.3K / $69.3K
BONK_USDT,CHECKED,00:08:06,CHECKED,01:00:14,CHECKED,04:48:17,CHECKED,07:17:22,CHECKED,09:07:31,CHECKED,10:46:09,CHECKED,12:19:22,CHECKED,13:07:37,CHECKED,14:57:24,CHECKED,16:14:24,CHECKED,17:16:04,CHECKED,18:14:36,CHECKED,19:09:03,$9.0K / $9.8K
BTC_USDT,CHECKED,00:08:06,WARNING,01:00:14,CHECKED,04:48:17,CHECKED,07:17:22,CHECKED,09:07:31,CHECKED,10:46:09,CHECKED,12:19:22,CHECKED,13:07:37,CHECKED,14:57:24,CHECKED,16:14:24,CHECKED,17:16:04,CHECKED,18:14:36,CHECKED,19:09:03,$1.16M / $1.47M
CAKE_USDT,CHECKED,00:08:06,CHECKED,01:00:14,CHECKED,04:48:17,CHECKED,07:17:22,CHECKED,09:07:31,CHECKED,10:46:09,CHECKED,12:19:22,CHECKED,13:07:37,CHECKED,14:57:24,CHECKED,16:14:24,CHECKED,17:16:04,CHECKED,18:14:36,CHECKED,19:09:03,$18.1K / $22.8K
CFX_USDT,CHECKED,00:08:06,CHECKED,01:00:14,CHECKED,04:48:17,CHECKED,07:17:22,WARNING,09:07:31,CHECKED,10:46:09,CHECKED,12:19:22,CHECKED,13:07:37,CHECKED,14:57:24,CHECKED,16:14:24,CHECKED,17:16:04,CHECKED,18:14:36,CHECKED,19:09:03,$18.9K / $21.9K
DASH_USDT,CHECKED,00:08:06,CHECKED,01:00:14,CHECKED,04:48:17,CHECKED,07:17:22,CHECKED,09:07:31,WARNING,10:46:09,CHECKED,12:19:22,CHECKED,13:07:37,CHECKED,14:57:24,CHECKED,16:14:24,CHECKED,17:16:04,CHECKED,18:14:36,CHECKED,19:09:03,$22.7K / $22.7K
