Market,STATUS (CHECK 1),TIME (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),STATUS (CHECK 11),TIME (CHECK 11),STATUS (CHECK 12),TIME (CHECK 12),STATUS (CHECK 13),TIME (CHECK 13),STATUS (CHECK 14),TIME (CHECK 14),STATUS (CHECK 15),TIME (CHECK 15),STATUS (CHECK 16),TIME (CHECK 16),STATUS (CHECK 17),TIME (CHECK 17),STATUS (CHECK 18),TIME (CHECK 18),STATUS (CHECK 19),TIME (CHECK 19),STATUS (CHECK 20),TIME (CHECK 20),DEPTH
AAVE_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,CHECKED,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$4.6K / $6.1K
ADA_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,CHECKED,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$102.2K / $126.1K
ALGO_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,CHECKED,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$48.5K / $53.6K
BCH_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,CHECKED,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,WARNING,22:46:11,CHECKED,23:49:46,$33.2K / $50.9K
BNB_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,CHECKED,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$39.1K / $39.1K
BONK_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,CHECKED,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$5.4K / $6.0K
BTC_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,CHECKED,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$1.22M / $1.57M
CAKE_USDT,CHECKED,00:45:12,CHECKED,04:22:45,WARNING,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,CHECKED,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$19.2K / $24.5K
CFX_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,CHECKED,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$27.0K / $29.1K
DASH_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,CHECKED,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$28.9K / $32.2K
DOT_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,CHECKED,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$22.4K / $34.1K
DOGE_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,CHECKED,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$133.9K / $133.9K
ETH_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,CHECKED,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$127.9K / $149.6K
FARTCOIN_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,CHECKED,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$17.1K / $19.3K
FLOKI_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,WARNING,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$12.5K / $17.6K
HYPE_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,WARNING,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,WARNING,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$1.5K / $1.7K
LINK_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,WARNING,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$125.2K / $168.9K
LSK_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,CHECKED,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$13.3K / $15.1K
LTC_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,CHECKED,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$57.7K / $57.7K
NEAR_USDT,CHECKED,00:45:12,CHECKED,04:22:45,CHECKED,06:36:07,CHECKED,08:12:32,CHECKED,08:55:13,CHECKED,09:55:10,CHECKED,10:53:01,CHECKED,11:51:12,CHECKED,12:41:44,CHECKED,14:18:55,CHECKED,15:00:02,CHECKED,15:51:20,CHECKED,16:49:08,CHECKED,17:55:41,CHECKED,18:48:58,CHECKED,20:00:24,CHECKED,20:43:51,CHECKED,21:50:25,CHECKED,22:46:11,CHECKED,23:49:46,$6.4K / $6.4K
