Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),ISSUES (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),ISSUES (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),ISSUES (CHECK 10),STATUS (CHECK 11),TIME (CHECK 11),ISSUES (CHECK 11),STATUS (CHECK 12),TIME (CHECK 12),ISSUES (CHECK 12),DEPTH
LSK_USDT,CHECKED,02:27:34,,CHECKED,06:06:04,,SKIPPED,,,CHECKED,09:03:17,,CHECKED,11:25:17,,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$17.4K / $19.4K
LTC_USDT,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$101.5K / $101.5K
NEAR_USDT,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,SKIPPED,,,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$13.6K / $13.6K
NOS_USDT,CHECKED,02:27:34,A4:MEDIUM,CHECKED,06:06:04,A4:MEDIUM,CHECKED,08:57:42,A4:MEDIUM,CHECKED,09:03:17,A4:MEDIUM,CHECKED,11:25:17,A4:MEDIUM,CHECKED,12:55:55,A4:MEDIUM,CHECKED,15:17:21,A4:MEDIUM,CHECKED,16:48:49,A4:MEDIUM,CHECKED,17:31:18,A4:MEDIUM,CHECKED,18:39:24,A4:MEDIUM,CHECKED,20:36:01,A4:MEDIUM,CHECKED,20:50:20,A4:MEDIUM,$2.0K / $2.2K
PEPE_USDT,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$18.4K / $23.9K
POL_USDT,CHECKED,02:27:34,,CHECKED,06:06:04,,SKIPPED,,,CHECKED,09:03:17,,CHECKED,11:25:17,,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$30.3K / $30.3K
QDX_USDT,WARNING,02:27:34,A2:HIGH|A4:MEDIUM,WARNING,06:06:04,A2:HIGH|A4:MEDIUM,WARNING,08:57:42,A2:HIGH|A4:MEDIUM,WARNING,09:03:17,A2:HIGH|A4:MEDIUM,SKIPPED,,,SKIPPED,,,WARNING,15:17:21,A2:HIGH|A4:MEDIUM,WARNING,16:48:49,A2:HIGH|A4:MEDIUM,WARNING,17:31:18,A2:HIGH|A4:MEDIUM,WARNING,18:39:24,A2:HIGH|A4:MEDIUM,WARNING,20:36:01,A2:HIGH|A4:MEDIUM|STALE:HIGH,WARNING,20:50:20,A2:HIGH|A4:MEDIUM,$211 / $261
RENDER_USDT,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$14.1K / $15.5K
Sonic_USDT,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,A4:MEDIUM,CHECKED,09:03:17,,CHECKED,11:25:17,,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$6.7K / $7.5K
SHIB_USDT,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,SKIPPED,,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,A4:MEDIUM,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$11.1K / $11.8K
SLP_USDT,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$9.3K / $10.6K
SOL_USDT,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,CHECKED,12:55:55,,CHECKED,15:17:21,,SKIPPED,,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$45.7K / $64.7K
STRK_USDT,CHECKED,02:27:34,A4:MEDIUM,CHECKED,06:06:04,A4:MEDIUM,CHECKED,08:57:42,A4:MEDIUM,CHECKED,09:03:17,A4:MEDIUM,CHECKED,11:25:17,A4:MEDIUM,CHECKED,12:55:55,A4:MEDIUM,CHECKED,15:17:21,A4:MEDIUM,CHECKED,16:48:49,A4:MEDIUM,CHECKED,17:31:18,A4:MEDIUM,CHECKED,18:39:24,A4:MEDIUM,CHECKED,20:36:01,A4:MEDIUM,CHECKED,20:50:20,A4:MEDIUM,$1.0K / $1.1K
SUI_USDT,CHECKED,02:27:34,A4:MEDIUM,CHECKED,06:06:04,,CHECKED,08:57:42,A4:MEDIUM,CHECKED,09:03:17,A4:MEDIUM,CHECKED,11:25:17,,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,A4:MEDIUM,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,A4:MEDIUM,$4.3K / $4.3K
TON_USDT,CHECKED,02:27:34,,WARNING,06:06:04,A3:CRITICAL|A2:HIGH,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,,SKIPPED,,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$34.8K / $49.7K
TRX_USDT,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$638.8K / $638.8K
USDC_USDT,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,SKIPPED,,,CHECKED,15:17:21,,CHECKED,16:48:49,,SKIPPED,,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$2.06M / $2.79M
WIF_USDT,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,SKIPPED,,,SKIPPED,,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$5.3K / $6.2K
XLM_USDT,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,SKIPPED,,,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$14.5K / $23.4K
XRP_USDT,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,CHECKED,12:55:55,,CHECKED,15:17:21,,SKIPPED,,,SKIPPED,,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$115.5K / $115.5K
XYO_USDT,CHECKED,02:27:34,A4:MEDIUM,CHECKED,06:06:04,A4:MEDIUM,SKIPPED,,,CHECKED,09:03:17,A4:MEDIUM,CHECKED,11:25:17,A4:MEDIUM,CHECKED,12:55:55,A4:MEDIUM,CHECKED,15:17:21,A4:MEDIUM,CHECKED,16:48:49,A4:MEDIUM,CHECKED,17:31:18,A4:MEDIUM,CHECKED,18:39:24,A4:MEDIUM,CHECKED,20:36:01,A4:MEDIUM,CHECKED,20:50:20,A4:MEDIUM,$944 / $1.3K
ZKSync_USDT,CHECKED,02:27:34,A4:MEDIUM,CHECKED,06:06:04,A4:MEDIUM,CHECKED,08:57:42,,CHECKED,09:03:17,A4:MEDIUM,CHECKED,11:25:17,A4:MEDIUM,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,A4:MEDIUM,CHECKED,17:31:18,A4:MEDIUM,CHECKED,18:39:24,A4:MEDIUM,CHECKED,20:36:01,,CHECKED,20:50:20,A4:MEDIUM,$4.6K / $5.2K
USDT_CNGN,WARNING,02:27:34,A2:HIGH,WARNING,06:06:04,A2:HIGH,WARNING,08:57:42,A2:HIGH,WARNING,09:03:17,A2:HIGH,SKIPPED,,,WARNING,12:55:55,A2:HIGH|STALE:HIGH,WARNING,15:17:21,A2:HIGH,WARNING,16:48:49,A2:HIGH,WARNING,17:31:18,A2:HIGH|STALE:HIGH,WARNING,18:39:24,A2:HIGH,WARNING,20:36:01,A2:HIGH,WARNING,20:50:20,A2:HIGH|STALE:HIGH,$26.05M / $26.05M
BTC_NGN,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,CHECKED,12:55:55,,SKIPPED,,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$1702.19M / $1702.19M
USDT_NGN,CHECKED,02:27:34,A2:HIGH,CHECKED,06:06:04,A2:HIGH,CHECKED,08:57:42,A2:HIGH,CHECKED,09:03:17,A2:HIGH,CHECKED,11:25:17,A2:HIGH,CHECKED,12:55:55,A2:HIGH,CHECKED,15:17:21,A2:HIGH,CHECKED,16:48:49,A2:HIGH,CHECKED,17:31:18,A2:HIGH,CHECKED,18:39:24,A2:HIGH,CHECKED,20:36:01,A2:HIGH,CHECKED,20:50:20,A2:HIGH,$2883.63M / $2883.63M
QDX_NGN,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$2.12M / $2.27M
ETH_NGN,CHECKED,02:27:34,,WARNING,06:06:04,A3:CRITICAL|A2:HIGH,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$2515.52M / $2515.52M
TRX_NGN,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$487.46M / $487.46M
XRP_NGN,CHECKED,02:27:34,A2:HIGH,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,A2:HIGH,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$225.13M / $225.13M
DASH_NGN,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,SKIPPED,,,CHECKED,12:55:55,,CHECKED,15:17:21,,SKIPPED,,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$61.18M / $61.18M
LTC_NGN,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$297.46M / $297.46M
SOL_NGN,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,CHECKED,12:55:55,,SKIPPED,,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$268.04M / $268.04M
USDC_NGN,CHECKED,02:27:34,A2:HIGH,CHECKED,06:06:04,A2:HIGH,CHECKED,08:57:42,A2:HIGH,CHECKED,09:03:17,A2:HIGH,CHECKED,11:25:17,A2:HIGH,CHECKED,12:55:55,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$6033.96M / $6033.96M
CNGN_NGN,CHECKED,02:27:34,,WARNING,06:06:04,STALE:HIGH,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,SKIPPED,,,WARNING,15:17:21,STALE:HIGH,CHECKED,16:48:49,,SKIPPED,,,CHECKED,18:39:24,,WARNING,20:36:01,STALE:HIGH,CHECKED,20:50:20,,$7.53M / $9.33M
USDT_GHS,CHECKED,02:27:34,,CHECKED,06:06:04,,CHECKED,08:57:42,,CHECKED,09:03:17,,CHECKED,11:25:17,,SKIPPED,,,CHECKED,15:17:21,,CHECKED,16:48:49,,CHECKED,17:31:18,,CHECKED,18:39:24,,CHECKED,20:36:01,,CHECKED,20:50:20,,$3.83M / $4.60M
