timestamp,symbol,status,target_spread
2026-02-10 18:39:41,USDT-NGN,Failed,0.007
2026-02-10 18:40:02,BTC-USDT,Failed,0.0007
2026-02-10 18:40:22,ETH-USDT,Failed,0.001
2026-02-10 18:40:42,SOL-USDT,Failed,0.002
