Market,STATUS (CHECK 1),TIME (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),STATUS (CHECK 11),TIME (CHECK 11),STATUS (CHECK 12),TIME (CHECK 12),STATUS (CHECK 13),TIME (CHECK 13),STATUS (CHECK 14),TIME (CHECK 14),STATUS (CHECK 15),TIME (CHECK 15),STATUS (CHECK 16),TIME (CHECK 16),STATUS (CHECK 17),TIME (CHECK 17),STATUS (CHECK 18),TIME (CHECK 18),STATUS (CHECK 19),TIME (CHECK 19),STATUS (CHECK 20),TIME (CHECK 20),DEPTH
AAVE_USDT,CHECKED,00:41:06,CHECKED,04:29:18,CHECKED,06:37:26,CHECKED,08:09:56,CHECKED,08:53:19,CHECKED,09:53:41,CHECKED,10:50:32,CHECKED,11:50:30,CHECKED,12:39:19,CHECKED,14:15:41,CHECKED,14:55:34,CHECKED,15:48:23,WARNING,16:44:25,CHECKED,17:50:15,CHECKED,18:44:29,CHECKED,19:56:35,CHECKED,20:40:35,CHECKED,21:48:23,CHECKED,22:43:49,CHECKED,23:48:58,$10.9K / $12.6K
ADA_USDT,CHECKED,00:41:06,CHECKED,04:29:18,CHECKED,06:37:26,CHECKED,08:09:56,CHECKED,08:53:19,CHECKED,09:53:41,CHECKED,10:50:32,CHECKED,11:50:30,CHECKED,12:39:19,CHECKED,14:15:41,CHECKED,14:55:34,CHECKED,15:48:23,CHECKED,16:44:25,CHECKED,17:50:15,CHECKED,18:44:29,CHECKED,19:56:35,CHECKED,20:40:35,CHECKED,21:48:23,CHECKED,22:43:49,CHECKED,23:48:58,$70.2K / $96.5K
ALGO_USDT,CHECKED,00:41:06,CHECKED,04:29:18,CHECKED,06:37:26,CHECKED,08:09:56,CHECKED,08:53:19,CHECKED,09:53:41,CHECKED,10:50:32,CHECKED,11:50:30,CHECKED,12:39:19,CHECKED,14:15:41,CHECKED,14:55:34,CHECKED,15:48:23,CHECKED,16:44:25,CHECKED,17:50:15,CHECKED,18:44:29,CHECKED,19:56:35,CHECKED,20:40:35,CHECKED,21:48:23,CHECKED,22:43:49,CHECKED,23:48:58,$44.0K / $47.8K
BCH_USDT,CHECKED,00:41:06,CHECKED,04:29:18,CHECKED,06:37:26,CHECKED,08:09:56,CHECKED,08:53:19,CHECKED,09:53:41,CHECKED,10:50:32,CHECKED,11:50:30,CHECKED,12:39:19,CHECKED,14:15:41,CHECKED,14:55:34,CHECKED,15:48:23,CHECKED,16:44:25,CHECKED,17:50:15,CHECKED,18:44:29,CHECKED,19:56:35,CHECKED,20:40:35,CHECKED,21:48:23,CHECKED,22:43:49,CHECKED,23:48:58,$55.1K / $74.5K
BNB_USDT,CHECKED,00:41:06,CHECKED,04:29:18,CHECKED,06:37:26,CHECKED,08:09:56,CHECKED,08:53:19,CHECKED,09:53:41,CHECKED,10:50:32,CHECKED,11:50:30,CHECKED,12:39:19,CHECKED,14:15:41,CHECKED,14:55:34,CHECKED,15:48:23,CHECKED,16:44:25,CHECKED,17:50:15,CHECKED,18:44:29,CHECKED,19:56:35,CHECKED,20:40:35,CHECKED,21:48:23,CHECKED,22:43:49,CHECKED,23:48:58,$46.8K / $46.8K
BONK_USDT,CHECKED,00:41:06,CHECKED,04:29:18,CHECKED,06:37:26,CHECKED,08:09:56,CHECKED,08:53:19,CHECKED,09:53:41,CHECKED,10:50:32,CHECKED,11:50:30,CHECKED,12:39:19,CHECKED,14:15:41,CHECKED,14:55:34,WARNING,15:48:23,CHECKED,16:44:25,CHECKED,17:50:15,CHECKED,18:44:29,CHECKED,19:56:35,CHECKED,20:40:35,CHECKED,21:48:23,CHECKED,22:43:49,CHECKED,23:48:58,$9.8K / $11.1K
BTC_USDT,CHECKED,00:41:06,CHECKED,04:29:18,CHECKED,06:37:26,CHECKED,08:09:56,CHECKED,08:53:19,CHECKED,09:53:41,CHECKED,10:50:32,CHECKED,11:50:30,CHECKED,12:39:19,CHECKED,14:15:41,CHECKED,14:55:34,CHECKED,15:48:23,CHECKED,16:44:25,CHECKED,17:50:15,CHECKED,18:44:29,CHECKED,19:56:35,CHECKED,20:40:35,CHECKED,21:48:23,CHECKED,22:43:49,CHECKED,23:48:58,$1.00M / $1.21M
CAKE_USDT,CHECKED,00:41:06,CHECKED,04:29:18,CHECKED,06:37:26,CHECKED,08:09:56,CHECKED,08:53:19,CHECKED,09:53:41,CHECKED,10:50:32,CHECKED,11:50:30,CHECKED,12:39:19,CHECKED,14:15:41,CHECKED,14:55:34,CHECKED,15:48:23,CHECKED,16:44:25,CHECKED,17:50:15,CHECKED,18:44:29,CHECKED,19:56:35,CHECKED,20:40:35,CHECKED,21:48:23,CHECKED,22:43:49,CHECKED,23:48:58,$14.1K / $19.0K
CFX_USDT,CHECKED,00:41:06,CHECKED,04:29:18,CHECKED,06:37:26,CHECKED,08:09:56,CHECKED,08:53:19,CHECKED,09:53:41,CHECKED,10:50:32,CHECKED,11:50:30,CHECKED,12:39:19,CHECKED,14:15:41,CHECKED,14:55:34,CHECKED,15:48:23,CHECKED,16:44:25,CHECKED,17:50:15,CHECKED,18:44:29,CHECKED,19:56:35,CHECKED,20:40:35,CHECKED,21:48:23,CHECKED,22:43:49,CHECKED,23:48:58,$16.4K / $18.7K
DASH_USDT,CHECKED,00:41:06,CHECKED,04:29:18,CHECKED,06:37:26,CHECKED,08:09:56,CHECKED,08:53:19,CHECKED,09:53:41,CHECKED,10:50:32,CHECKED,11:50:30,CHECKED,12:39:19,CHECKED,14:15:41,CHECKED,14:55:34,CHECKED,15:48:23,CHECKED,16:44:25,CHECKED,17:50:15,CHECKED,18:44:29,CHECKED,19:56:35,CHECKED,20:40:35,CHECKED,21:48:23,CHECKED,22:43:49,CHECKED,23:48:58,$27.1K / $29.1K
