Market,STATUS (CHECK 1),TIME (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),STATUS (CHECK 11),TIME (CHECK 11),STATUS (CHECK 12),TIME (CHECK 12),STATUS (CHECK 13),TIME (CHECK 13),STATUS (CHECK 14),TIME (CHECK 14),STATUS (CHECK 15),TIME (CHECK 15),STATUS (CHECK 16),TIME (CHECK 16),STATUS (CHECK 17),TIME (CHECK 17),DEPTH
AAVE_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$13.7K / $17.6K
ADA_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$124.2K / $162.8K
ALGO_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$44.6K / $48.8K
BCH_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$46.8K / $61.9K
BNB_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$44.0K / $44.0K
BONK_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$9.4K / $10.9K
BTC_USDT,CHECKED,00:02:51,WARNING,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$764.0K / $1.04M
CAKE_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$25.6K / $29.2K
CFX_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$19.4K / $19.4K
DASH_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$19.7K / $22.0K
DOT_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$34.2K / $42.3K
DOGE_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$199.2K / $199.2K
ETH_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$177.5K / $177.5K
FARTCOIN_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$29.7K / $33.1K
FLOKI_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$23.3K / $31.2K
HYPE_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$2.6K / $2.7K
LINK_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$174.6K / $188.0K
LSK_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$8.5K / $10.5K
LTC_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$60.0K / $60.0K
NEAR_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$7.5K / $7.5K
NOS_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$683 / $752
PEPE_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$31.4K / $35.3K
POL_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$54.4K / $58.9K
QDX_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$6.8K / $6.8K
