Market,STATUS (CHECK 1),TIME (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),STATUS (CHECK 11),TIME (CHECK 11),STATUS (CHECK 12),TIME (CHECK 12),STATUS (CHECK 13),TIME (CHECK 13),STATUS (CHECK 14),TIME (CHECK 14),STATUS (CHECK 15),TIME (CHECK 15),STATUS (CHECK 16),TIME (CHECK 16),STATUS (CHECK 17),TIME (CHECK 17),DEPTH
RENDER_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$11.5K / $12.7K
Sonic_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$7.6K / $8.3K
SHIB_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,WARNING,21:00:46,CHECKED,22:02:31,$15.4K / $17.0K
SLP_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$5.9K / $6.2K
SOL_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$29.0K / $50.5K
STRK_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$1.1K / $1.2K
SUI_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$6.7K / $7.6K
TON_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$49.2K / $58.7K
TRX_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$414.0K / $414.0K
USDC_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$1.00M / $1.19M
WIF_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$5.2K / $5.9K
XLM_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$42.8K / $55.6K
XRP_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$79.5K / $79.5K
XYO_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$1.4K / $1.5K
ZKSync_USDT,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$5.2K / $5.8K
USDT_CNGN,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$65.58M / $65.58M
BTC_NGN,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$5375.86M / $5375.86M
USDT_NGN,WARNING,00:02:51,WARNING,00:59:42,WARNING,04:56:23,WARNING,07:15:51,WARNING,08:54:51,WARNING,10:14:30,WARNING,11:08:33,WARNING,12:08:00,WARNING,12:58:10,WARNING,14:41:24,WARNING,16:06:49,WARNING,17:01:02,WARNING,18:04:40,WARNING,19:00:26,WARNING,20:15:33,CHECKED,21:00:46,WARNING,22:02:31,$542.83M / $1045.02M
QDX_NGN,WARNING,00:02:51,WARNING,00:59:42,WARNING,04:56:23,WARNING,07:15:51,WARNING,08:54:51,WARNING,10:14:30,WARNING,11:08:33,WARNING,12:08:00,WARNING,12:58:10,WARNING,14:41:24,WARNING,16:06:49,WARNING,17:01:02,WARNING,18:04:40,WARNING,19:00:26,WARNING,20:15:33,WARNING,21:00:46,WARNING,22:02:31,$584.9K / $584.9K
ETH_NGN,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$1146.39M / $1176.32M
TRX_NGN,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,WARNING,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$898.49M / $898.49M
XRP_NGN,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$127.71M / $127.71M
DASH_NGN,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$23.68M / $23.68M
LTC_NGN,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$188.97M / $188.97M
SOL_NGN,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$145.11M / $145.11M
USDC_NGN,CHECKED,00:02:51,WARNING,00:59:42,WARNING,04:56:23,WARNING,07:15:51,WARNING,08:54:51,WARNING,10:14:30,WARNING,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,WARNING,14:41:24,WARNING,16:06:49,WARNING,17:01:02,WARNING,18:04:40,WARNING,19:00:26,WARNING,20:15:33,WARNING,21:00:46,CHECKED,22:02:31,$6006.94M / $6006.94M
CNGN_NGN,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$6.14M / $8.51M
USDT_GHS,CHECKED,00:02:51,CHECKED,00:59:42,CHECKED,04:56:23,CHECKED,07:15:51,CHECKED,08:54:51,CHECKED,10:14:30,CHECKED,11:08:33,CHECKED,12:08:00,CHECKED,12:58:10,CHECKED,14:41:24,CHECKED,16:06:49,CHECKED,17:01:02,CHECKED,18:04:40,CHECKED,19:00:26,CHECKED,20:15:33,CHECKED,21:00:46,CHECKED,22:02:31,$1.21M / $1.52M
