Market,STATUS (CHECK 1),TIME (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),STATUS (CHECK 11),TIME (CHECK 11),STATUS (CHECK 12),TIME (CHECK 12),STATUS (CHECK 13),TIME (CHECK 13),DEPTH
LINK_USDT,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$128.4K / $128.4K
LSK_USDT,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$20.2K / $24.0K
LTC_USDT,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$112.2K / $112.2K
NEAR_USDT,CHECKED,00:09:30,CHECKED,01:00:21,WARNING,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$6.9K / $6.9K
NOS_USDT,CHECKED,00:09:30,CHECKED,01:00:21,WARNING,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$1.3K / $1.5K
PEPE_USDT,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$20.9K / $27.2K
POL_USDT,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$22.0K / $25.0K
QDX_USDT,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$20 / $21
RENDER_USDT,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$13.6K / $14.7K
Sonic_USDT,CHECKED,00:09:30,CHECKED,01:00:21,WARNING,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$6.8K / $7.9K
SHIB_USDT,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,WARNING,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$16.6K / $16.6K
SLP_USDT,CHECKED,00:09:30,CHECKED,01:00:21,WARNING,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$8.9K / $9.8K
SOL_USDT,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$30.6K / $38.2K
STRK_USDT,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$984 / $1.1K
SUI_USDT,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$6.6K / $7.4K
TON_USDT,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$43.1K / $62.2K
TRX_USDT,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$502.0K / $502.0K
USDC_USDT,WARNING,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$1.37M / $1.37M
WIF_USDT,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$8.5K / $9.4K
XLM_USDT,WARNING,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$64.2K / $87.3K
XRP_USDT,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$121.0K / $121.0K
XYO_USDT,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$624 / $1.4K
ZKSync_USDT,CHECKED,00:09:30,CHECKED,01:00:21,WARNING,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$5.3K / $6.0K
USDT_CNGN,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$65.79M / $65.79M
BTC_NGN,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,WARNING,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$4252.02M / $4252.02M
USDT_NGN,WARNING,00:09:30,WARNING,01:00:21,CHECKED,04:39:44,WARNING,07:04:22,CHECKED,08:59:55,WARNING,10:42:35,WARNING,12:32:33,WARNING,15:09:45,WARNING,16:54:28,WARNING,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,WARNING,23:07:23,$20.10M / $71.76M
QDX_NGN,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$333.4K / $333.4K
ETH_NGN,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,WARNING,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$1430.04M / $1430.04M
TRX_NGN,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$980.19M / $980.19M
XRP_NGN,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$115.29M / $115.29M
DASH_NGN,CHECKED,00:09:30,CHECKED,01:00:21,WARNING,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$49.44M / $49.44M
LTC_NGN,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$313.31M / $313.31M
SOL_NGN,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$276.40M / $276.40M
USDC_NGN,WARNING,00:09:30,WARNING,01:00:21,WARNING,04:39:44,WARNING,07:04:22,WARNING,08:59:55,WARNING,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,WARNING,18:41:31,WARNING,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$3070.42M / $3070.42M
CNGN_NGN,CHECKED,00:09:30,CHECKED,01:00:21,CHECKED,04:39:44,CHECKED,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$6.28M / $8.65M
USDT_GHS,WARNING,00:09:30,WARNING,01:00:21,WARNING,04:39:44,WARNING,07:04:22,CHECKED,08:59:55,CHECKED,10:42:35,CHECKED,12:32:33,CHECKED,15:09:45,CHECKED,16:54:28,CHECKED,18:41:31,CHECKED,20:47:50,CHECKED,22:09:27,CHECKED,23:07:23,$2.79M / $3.58M
