Market,STATUS (CHECK 1),TIME (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),STATUS (CHECK 11),TIME (CHECK 11),STATUS (CHECK 12),TIME (CHECK 12),STATUS (CHECK 13),TIME (CHECK 13),DEPTH
AAVE_USDT,WARNING,00:58:42,CHECKED,04:49:36,CHECKED,07:16:16,CHECKED,09:08:54,CHECKED,10:55:31,CHECKED,12:34:22,CHECKED,15:08:53,CHECKED,16:50:41,CHECKED,18:20:18,CHECKED,19:15:10,CHECKED,20:35:11,CHECKED,22:09:15,CHECKED,23:04:24,$4.8K / $8.9K
ADA_USDT,CHECKED,00:58:42,CHECKED,04:49:36,CHECKED,07:16:16,CHECKED,09:08:54,CHECKED,10:55:31,CHECKED,12:34:22,CHECKED,15:08:53,CHECKED,16:50:41,CHECKED,18:20:18,CHECKED,19:15:10,CHECKED,20:35:11,CHECKED,22:09:15,CHECKED,23:04:24,$107.9K / $151.3K
ALGO_USDT,CHECKED,00:58:42,CHECKED,04:49:36,CHECKED,07:16:16,CHECKED,09:08:54,CHECKED,10:55:31,CHECKED,12:34:22,CHECKED,15:08:53,CHECKED,16:50:41,CHECKED,18:20:18,CHECKED,19:15:10,CHECKED,20:35:11,CHECKED,22:09:15,CHECKED,23:04:24,$26.4K / $28.7K
BCH_USDT,WARNING,00:58:42,CHECKED,04:49:36,CHECKED,07:16:16,CHECKED,09:08:54,CHECKED,10:55:31,CHECKED,12:34:22,CHECKED,15:08:53,CHECKED,16:50:41,CHECKED,18:20:18,CHECKED,19:15:10,CHECKED,20:35:11,CHECKED,22:09:15,CHECKED,23:04:24,$32.9K / $42.7K
BNB_USDT,CHECKED,00:58:42,CHECKED,04:49:36,CHECKED,07:16:16,CHECKED,09:08:54,CHECKED,10:55:31,CHECKED,12:34:22,CHECKED,15:08:53,CHECKED,16:50:41,CHECKED,18:20:18,CHECKED,19:15:10,CHECKED,20:35:11,CHECKED,22:09:15,CHECKED,23:04:24,$44.1K / $44.1K
BONK_USDT,CHECKED,00:58:42,CHECKED,04:49:36,CHECKED,07:16:16,CHECKED,09:08:54,CHECKED,10:55:31,CHECKED,12:34:22,CHECKED,15:08:53,CHECKED,16:50:41,CHECKED,18:20:18,CHECKED,19:15:10,CHECKED,20:35:11,CHECKED,22:09:15,CHECKED,23:04:24,$10.2K / $11.4K
BTC_USDT,CHECKED,00:58:42,CHECKED,04:49:36,CHECKED,07:16:16,CHECKED,09:08:54,CHECKED,10:55:31,CHECKED,12:34:22,CHECKED,15:08:53,CHECKED,16:50:41,CHECKED,18:20:18,CHECKED,19:15:10,CHECKED,20:35:11,CHECKED,22:09:15,CHECKED,23:04:24,$1.01M / $1.30M
CAKE_USDT,CHECKED,00:58:42,CHECKED,04:49:36,CHECKED,07:16:16,CHECKED,09:08:54,CHECKED,10:55:31,CHECKED,12:34:22,CHECKED,15:08:53,CHECKED,16:50:41,CHECKED,18:20:18,CHECKED,19:15:10,CHECKED,20:35:11,CHECKED,22:09:15,CHECKED,23:04:24,$16.4K / $23.1K
CFX_USDT,WARNING,00:58:42,CHECKED,04:49:36,CHECKED,07:16:16,CHECKED,09:08:54,CHECKED,10:55:31,CHECKED,12:34:22,CHECKED,15:08:53,CHECKED,16:50:41,CHECKED,18:20:18,CHECKED,19:15:10,CHECKED,20:35:11,CHECKED,22:09:15,CHECKED,23:04:24,$16.4K / $17.4K
DASH_USDT,CHECKED,00:58:42,CHECKED,04:49:36,CHECKED,07:16:16,CHECKED,09:08:54,CHECKED,10:55:31,CHECKED,12:34:22,CHECKED,15:08:53,CHECKED,16:50:41,CHECKED,18:20:18,CHECKED,19:15:10,CHECKED,20:35:11,CHECKED,22:09:15,CHECKED,23:04:24,$17.9K / $17.9K
DOT_USDT,CHECKED,00:58:42,CHECKED,04:49:36,CHECKED,07:16:16,CHECKED,09:08:54,CHECKED,10:55:31,CHECKED,12:34:22,CHECKED,15:08:53,CHECKED,16:50:41,CHECKED,18:20:18,CHECKED,19:15:10,CHECKED,20:35:11,CHECKED,22:09:15,CHECKED,23:04:24,$36.9K / $47.9K
DOGE_USDT,WARNING,00:58:42,CHECKED,04:49:36,CHECKED,07:16:16,CHECKED,09:08:54,CHECKED,10:55:31,CHECKED,12:34:22,CHECKED,15:08:53,CHECKED,16:50:41,CHECKED,18:20:18,CHECKED,19:15:10,CHECKED,20:35:11,CHECKED,22:09:15,CHECKED,23:04:24,$233.0K / $233.0K
ETH_USDT,CHECKED,00:58:42,CHECKED,04:49:36,CHECKED,07:16:16,CHECKED,09:08:54,CHECKED,10:55:31,CHECKED,12:34:22,CHECKED,15:08:53,CHECKED,16:50:41,CHECKED,18:20:18,CHECKED,19:15:10,CHECKED,20:35:11,CHECKED,22:09:15,CHECKED,23:04:24,$159.8K / $193.1K
