Market,STATUS (CHECK 1),TIME (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),STATUS (CHECK 11),TIME (CHECK 11),STATUS (CHECK 12),TIME (CHECK 12),STATUS (CHECK 13),TIME (CHECK 13),STATUS (CHECK 14),TIME (CHECK 14),STATUS (CHECK 15),TIME (CHECK 15),STATUS (CHECK 16),TIME (CHECK 16),DEPTH
AAVE_USDT,CHECKED,00:04:37,CHECKED,00:56:28,CHECKED,04:32:50,CHECKED,06:57:50,CHECKED,08:49:07,CHECKED,10:35:39,CHECKED,12:17:22,CHECKED,13:27:55,CHECKED,15:33:43,SKIPPED,,CHECKED,18:20:27,CHECKED,19:09:51,CHECKED,20:32:12,CHECKED,22:02:24,CHECKED,23:00:01,CHECKED,23:58:34,$21.1K / $23.1K
ADA_USDT,CHECKED,00:04:37,CHECKED,00:56:28,CHECKED,04:32:50,CHECKED,06:57:50,CHECKED,08:49:07,CHECKED,10:35:39,CHECKED,12:17:22,CHECKED,13:27:55,CHECKED,15:33:43,CHECKED,16:45:26,CHECKED,18:20:27,CHECKED,19:09:51,CHECKED,20:32:12,CHECKED,22:02:24,CHECKED,23:00:01,CHECKED,23:58:34,$113.7K / $152.2K
ALGO_USDT,CHECKED,00:04:37,CHECKED,00:56:28,CHECKED,04:32:50,CHECKED,06:57:50,CHECKED,08:49:07,CHECKED,10:35:39,CHECKED,12:17:22,CHECKED,13:27:55,CHECKED,15:33:43,CHECKED,16:45:26,CHECKED,18:20:27,CHECKED,19:09:51,CHECKED,20:32:12,CHECKED,22:02:24,CHECKED,23:00:01,CHECKED,23:58:34,$50.2K / $53.7K
BCH_USDT,CHECKED,00:04:37,CHECKED,00:56:28,CHECKED,04:32:50,CHECKED,06:57:50,CHECKED,08:49:07,CHECKED,10:35:39,CHECKED,12:17:22,CHECKED,13:27:55,CHECKED,15:33:43,CHECKED,16:45:26,CHECKED,18:20:27,CHECKED,19:09:51,CHECKED,20:32:12,CHECKED,22:02:24,CHECKED,23:00:01,CHECKED,23:58:34,$50.0K / $61.9K
BNB_USDT,CHECKED,00:04:37,CHECKED,00:56:28,CHECKED,04:32:50,CHECKED,06:57:50,CHECKED,08:49:07,CHECKED,10:35:39,WARNING,12:17:22,CHECKED,13:27:55,CHECKED,15:33:43,CHECKED,16:45:26,CHECKED,18:20:27,CHECKED,19:09:51,CHECKED,20:32:12,CHECKED,22:02:24,CHECKED,23:00:01,CHECKED,23:58:34,$52.3K / $52.3K
BONK_USDT,CHECKED,00:04:37,CHECKED,00:56:28,CHECKED,04:32:50,CHECKED,06:57:50,CHECKED,08:49:07,CHECKED,10:35:39,CHECKED,12:17:22,CHECKED,13:27:55,CHECKED,15:33:43,CHECKED,16:45:26,CHECKED,18:20:27,CHECKED,19:09:51,CHECKED,20:32:12,CHECKED,22:02:24,CHECKED,23:00:01,CHECKED,23:58:34,$7.7K / $8.2K
BTC_USDT,CHECKED,00:04:37,CHECKED,00:56:28,CHECKED,04:32:50,CHECKED,06:57:50,CHECKED,08:49:07,CHECKED,10:35:39,CHECKED,12:17:22,CHECKED,13:27:55,CHECKED,15:33:43,CHECKED,16:45:26,CHECKED,18:20:27,CHECKED,19:09:51,CHECKED,20:32:12,CHECKED,22:02:24,WARNING,23:00:01,CHECKED,23:58:34,$1.08M / $1.31M
CAKE_USDT,CHECKED,00:04:37,CHECKED,00:56:28,CHECKED,04:32:50,CHECKED,06:57:50,CHECKED,08:49:07,CHECKED,10:35:39,WARNING,12:17:22,CHECKED,13:27:55,CHECKED,15:33:43,CHECKED,16:45:26,CHECKED,18:20:27,CHECKED,19:09:51,CHECKED,20:32:12,CHECKED,22:02:24,CHECKED,23:00:01,CHECKED,23:58:34,$15.0K / $22.5K
CFX_USDT,CHECKED,00:04:37,CHECKED,00:56:28,CHECKED,04:32:50,CHECKED,06:57:50,CHECKED,08:49:07,CHECKED,10:35:39,CHECKED,12:17:22,CHECKED,13:27:55,CHECKED,15:33:43,CHECKED,16:45:26,CHECKED,18:20:27,CHECKED,19:09:51,CHECKED,20:32:12,CHECKED,22:02:24,CHECKED,23:00:01,CHECKED,23:58:34,$22.4K / $24.7K
DASH_USDT,CHECKED,00:04:37,CHECKED,00:56:28,CHECKED,04:32:50,CHECKED,06:57:50,CHECKED,08:49:07,CHECKED,10:35:39,CHECKED,12:17:22,CHECKED,13:27:55,CHECKED,15:33:43,CHECKED,16:45:26,CHECKED,18:20:27,CHECKED,19:09:51,CHECKED,20:32:12,CHECKED,22:02:24,CHECKED,23:00:01,CHECKED,23:58:34,$27.2K / $29.8K
