Market,STATUS (CHECK 1),TIME (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),STATUS (CHECK 11),TIME (CHECK 11),STATUS (CHECK 12),TIME (CHECK 12),STATUS (CHECK 13),TIME (CHECK 13),STATUS (CHECK 14),TIME (CHECK 14),STATUS (CHECK 15),TIME (CHECK 15),STATUS (CHECK 16),TIME (CHECK 16),STATUS (CHECK 17),TIME (CHECK 17),DEPTH
AAVE_USDT,CHECKED,00:50:41,CHECKED,04:27:16,CHECKED,06:11:58,CHECKED,07:17:44,CHECKED,08:33:20,CHECKED,10:09:00,CHECKED,11:07:33,CHECKED,13:56:26,CHECKED,14:52:55,CHECKED,16:13:31,CHECKED,17:16:47,CHECKED,18:32:18,CHECKED,20:20:37,CHECKED,21:00:40,CHECKED,22:02:50,CHECKED,22:55:06,CHECKED,23:54:42,$9.3K / $15.1K
ADA_USDT,CHECKED,00:50:41,CHECKED,04:27:16,CHECKED,06:11:58,CHECKED,07:17:44,CHECKED,08:33:20,CHECKED,10:09:00,CHECKED,11:07:33,CHECKED,13:56:26,CHECKED,14:52:55,CHECKED,16:13:31,CHECKED,17:16:47,CHECKED,18:32:18,CHECKED,20:20:37,CHECKED,21:00:40,CHECKED,22:02:50,CHECKED,22:55:06,CHECKED,23:54:42,$83.2K / $115.7K
ALGO_USDT,CHECKED,00:50:41,CHECKED,04:27:16,CHECKED,06:11:58,CHECKED,07:17:44,CHECKED,08:33:20,CHECKED,10:09:00,CHECKED,11:07:33,CHECKED,13:56:26,CHECKED,14:52:55,CHECKED,16:13:31,CHECKED,17:16:47,CHECKED,18:32:18,CHECKED,20:20:37,CHECKED,21:00:40,CHECKED,22:02:50,CHECKED,22:55:06,CHECKED,23:54:42,$34.4K / $37.1K
BCH_USDT,CHECKED,00:50:41,WARNING,04:27:16,CHECKED,06:11:58,CHECKED,07:17:44,CHECKED,08:33:20,CHECKED,10:09:00,CHECKED,11:07:33,CHECKED,13:56:26,CHECKED,14:52:55,CHECKED,16:13:31,CHECKED,17:16:47,CHECKED,18:32:18,CHECKED,20:20:37,CHECKED,21:00:40,CHECKED,22:02:50,CHECKED,22:55:06,CHECKED,23:54:42,$42.8K / $51.3K
BNB_USDT,CHECKED,00:50:41,CHECKED,04:27:16,CHECKED,06:11:58,CHECKED,07:17:44,CHECKED,08:33:20,CHECKED,10:09:00,CHECKED,11:07:33,CHECKED,13:56:26,CHECKED,14:52:55,CHECKED,16:13:31,CHECKED,17:16:47,CHECKED,18:32:18,CHECKED,20:20:37,CHECKED,21:00:40,CHECKED,22:02:50,CHECKED,22:55:06,CHECKED,23:54:42,$57.3K / $57.3K
BONK_USDT,CHECKED,00:50:41,CHECKED,04:27:16,CHECKED,06:11:58,CHECKED,07:17:44,CHECKED,08:33:20,CHECKED,10:09:00,CHECKED,11:07:33,WARNING,13:56:26,CHECKED,14:52:55,CHECKED,16:13:31,CHECKED,17:16:47,CHECKED,18:32:18,CHECKED,20:20:37,CHECKED,21:00:40,CHECKED,22:02:50,CHECKED,22:55:06,CHECKED,23:54:42,$9.4K / $10.9K
BTC_USDT,CHECKED,00:50:41,CHECKED,04:27:16,CHECKED,06:11:58,CHECKED,07:17:44,CHECKED,08:33:20,CHECKED,10:09:00,CHECKED,11:07:33,CHECKED,13:56:26,CHECKED,14:52:55,CHECKED,16:13:31,CHECKED,17:16:47,CHECKED,18:32:18,CHECKED,20:20:37,CHECKED,21:00:40,CHECKED,22:02:50,CHECKED,22:55:06,CHECKED,23:54:42,$1.12M / $1.53M
CAKE_USDT,CHECKED,00:50:41,CHECKED,04:27:16,CHECKED,06:11:58,CHECKED,07:17:44,CHECKED,08:33:20,CHECKED,10:09:00,CHECKED,11:07:33,CHECKED,13:56:26,CHECKED,14:52:55,CHECKED,16:13:31,CHECKED,17:16:47,CHECKED,18:32:18,CHECKED,20:20:37,CHECKED,21:00:40,CHECKED,22:02:50,CHECKED,22:55:06,CHECKED,23:54:42,$22.4K / $24.8K
CFX_USDT,CHECKED,00:50:41,CHECKED,04:27:16,CHECKED,06:11:58,CHECKED,07:17:44,CHECKED,08:33:20,CHECKED,10:09:00,CHECKED,11:07:33,CHECKED,13:56:26,CHECKED,14:52:55,CHECKED,16:13:31,CHECKED,17:16:47,CHECKED,18:32:18,CHECKED,20:20:37,CHECKED,21:00:40,CHECKED,22:02:50,CHECKED,22:55:06,CHECKED,23:54:42,$30.2K / $33.2K
DASH_USDT,CHECKED,00:50:41,CHECKED,04:27:16,CHECKED,06:11:58,CHECKED,07:17:44,CHECKED,08:33:20,CHECKED,10:09:00,CHECKED,11:07:33,CHECKED,13:56:26,CHECKED,14:52:55,CHECKED,16:13:31,CHECKED,17:16:47,CHECKED,18:32:18,CHECKED,20:20:37,CHECKED,21:00:40,CHECKED,22:02:50,CHECKED,22:55:06,CHECKED,23:54:42,$26.3K / $29.2K
