Market,STATUS (CHECK 1),TIME (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),STATUS (CHECK 11),TIME (CHECK 11),STATUS (CHECK 12),TIME (CHECK 12),STATUS (CHECK 13),TIME (CHECK 13),STATUS (CHECK 14),TIME (CHECK 14),STATUS (CHECK 15),TIME (CHECK 15),STATUS (CHECK 16),TIME (CHECK 16),STATUS (CHECK 17),TIME (CHECK 17),DEPTH
AAVE_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,WARNING,10:09:42,WARNING,11:11:56,CHECKED,12:12:00,WARNING,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,WARNING,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,WARNING,22:54:32,CHECKED,23:58:07,$17.0K / $21.1K
ADA_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,WARNING,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,WARNING,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$64.8K / $87.3K
ALGO_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$44.8K / $49.4K
BCH_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,WARNING,14:46:32,CHECKED,16:11:16,WARNING,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$34.8K / $44.1K
BNB_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$45.0K / $45.0K
BONK_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$9.6K / $10.3K
BTC_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$641.7K / $839.3K
CAKE_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,WARNING,12:12:00,CHECKED,13:00:54,WARNING,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,WARNING,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$23.8K / $33.3K
CFX_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$11.9K / $13.6K
DASH_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$29.2K / $33.2K
DOT_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,WARNING,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,WARNING,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$25.5K / $35.4K
DOGE_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,WARNING,12:12:00,WARNING,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,WARNING,20:20:45,WARNING,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$348.4K / $348.4K
ETH_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,WARNING,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,WARNING,22:54:32,CHECKED,23:58:07,$217.8K / $284.0K
FARTCOIN_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$34.6K / $36.7K
FLOKI_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$13.1K / $20.5K
HYPE_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,WARNING,12:12:00,WARNING,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$1.9K / $1.9K
LINK_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,WARNING,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,WARNING,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$101.0K / $187.5K
LSK_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$12.5K / $14.9K
LTC_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$73.5K / $73.5K
NEAR_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$4.5K / $5.0K
NOS_USDT,CHECKED,0:50:27,CHECKED,4:22:31,WARNING,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$767 / $886
PEPE_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,WARNING,12:12:00,CHECKED,13:00:54,WARNING,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$26.7K / $30.0K
POL_USDT,CHECKED,0:50:27,CHECKED,4:22:31,WARNING,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$34.9K / $34.9K
QDX_USDT,WARNING,0:50:27,WARNING,4:22:31,WARNING,6:44:32,WARNING,8:21:20,WARNING,10:09:42,WARNING,11:11:56,WARNING,12:12:00,WARNING,13:00:54,WARNING,14:46:32,WARNING,16:11:16,WARNING,17:15:21,WARNING,18:34:27,WARNING,20:20:45,WARNING,21:03:30,WARNING,22:03:12,WARNING,22:54:32,WARNING,23:58:07,$1.1K / $1.1K
RENDER_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$6.8K / $7.4K
Sonic_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$8.3K / $8.9K
SHIB_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,WARNING,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,WARNING,17:15:21,WARNING,18:34:27,WARNING,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$15.1K / $17.5K
SLP_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$6.5K / $6.8K
SOL_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,WARNING,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$20.7K / $27.4K
STRK_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,WARNING,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,WARNING,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$1.1K / $1.2K
SUI_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,WARNING,14:46:32,CHECKED,16:11:16,WARNING,17:15:21,WARNING,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$7.1K / $8.0K
TON_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$31.3K / $34.4K
TRX_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$305.3K / $305.3K
USDC_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$1.55M / $2.18M
WIF_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,WARNING,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,WARNING,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$5.7K / $6.7K
XLM_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$22.6K / $42.6K
XRP_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,WARNING,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$85.7K / $85.7K
XYO_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$2.1K / $3.0K
ZKSync_USDT,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,CHECKED,12:12:00,CHECKED,13:00:54,CHECKED,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$3.0K / $3.3K
BTC_NGN,CHECKED,0:50:27,CHECKED,4:22:31,CHECKED,6:44:32,CHECKED,8:21:20,CHECKED,10:09:42,CHECKED,11:11:56,WARNING,12:12:00,CHECKED,13:00:54,WARNING,14:46:32,CHECKED,16:11:16,CHECKED,17:15:21,CHECKED,18:34:27,CHECKED,20:20:45,CHECKED,21:03:30,CHECKED,22:03:12,CHECKED,22:54:32,CHECKED,23:58:07,$3528.83M / $3528.83M
USDT_NGN,WARNING,0:50:27,WARNING,4:22:31,WARNING,6:44:32,WARNING,8:21:20,WARNING,10:09:42,WARNING,11:11:56,WARNING,12:12:00,WARNING,13:00:54,WARNING,14:46:32,WARNING,16:11:16,WARNING,17:15:21,WARNING,18:34:27,WARNING,20:20:45,CHECKED,21:03:30,WARNING,22:03:12,WARNING,22:54:32,WARNING,23:58:07,$20.48M / $55.71M
